sample_name	index	round	extraction_kit	extraction_kit_round	extraction_kit_id	extraction_vendor	bead_beating	incubation	biomass_plate	biomass_sample	storage_solution	swab_type	sample_number	sample_technical_replicate	sample_type	sample_type_1	sample_type_2	sample_type_3	unique_sample_id	collection_timestamp	description	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fresh_frozen	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	sex	latitude	longitude	physical_specimen_location	physical_specimen_remaining	dna_extracted	gdna_well_id	dna_conc_ng_ul	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	scientific_name	taxon_id	title
12201.food.yogurt.2.2.zymoMA.H	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	not provided	not applicable	food	not applicable	yogurt	yogurt_container_2	food.yogurt.2.2	1/16/19	Chobani non-fat plain greek yogurt (150g)	193	Free-living	Non-saline	Surface (non-saline)	urban biome	dairy product	fermented dairy product	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	food.yogurt.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	A11	5.593297947	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	food fermentation metagenome	1154581	Knight sample set for testing
12201.food.yogurt.2.3.zymoMA.H	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	not provided	not applicable	food	not applicable	yogurt	yogurt_container_2	food.yogurt.2.3	1/16/19	Chobani non-fat plain greek yogurt (150g)	193	Free-living	Non-saline	Surface (non-saline)	urban biome	dairy product	fermented dairy product	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	food.yogurt.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	B11	6.202840644	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	food fermentation metagenome	1154581	Knight sample set for testing
12201.human.milk.Y.1.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	not provided	not applicable	milk	not applicable	human milk	human.milk.Y	human.milk.Y.1	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	not provided	not provided	UBERON:milk	UBERON:milk	human	human	not provided	not provided	adult	Homo sapiens	human.milk.Y	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	A1	5.721622725	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human metagenome	646099	Knight sample set for testing
12201.human.milk.Y.2.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	not provided	not applicable	milk	not applicable	human milk	human.milk.Y	human.milk.Y.2	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	not provided	not provided	UBERON:milk	UBERON:milk	human	human	not provided	not provided	adult	Homo sapiens	human.milk.Y	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	B1	5.847031031	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human metagenome	646099	Knight sample set for testing
12201.human.milk.Y.3.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	not provided	not applicable	milk	not applicable	human milk	human.milk.Y	human.milk.Y.3	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	not provided	not provided	UBERON:milk	UBERON:milk	human	human	not provided	not provided	adult	Homo sapiens	human.milk.Y	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	C1	5.240404806	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human metagenome	646099	Knight sample set for testing
12201.human.milk.Z.1.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	not provided	not applicable	milk	not applicable	human milk	human.milk.Z	human.milk.Z.1	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	not provided	not provided	UBERON:milk	UBERON:milk	human	human	not provided	not provided	adult	Homo sapiens	human.milk.Z	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	D1	3.003470602	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human metagenome	646099	Knight sample set for testing
12201.human.milk.Z.2.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	not provided	not applicable	milk	not applicable	human milk	human.milk.Z	human.milk.Z.2	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	not provided	not provided	UBERON:milk	UBERON:milk	human	human	not provided	not provided	adult	Homo sapiens	human.milk.Z	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	E1	3.169709519	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human metagenome	646099	Knight sample set for testing
12201.human.milk.Z.3.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	not provided	not applicable	milk	not applicable	human milk	human.milk.Z	human.milk.Z.3	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	not provided	not provided	UBERON:milk	UBERON:milk	human	human	not provided	not provided	adult	Homo sapiens	human.milk.Z	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	F1	3.417609659	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human metagenome	646099	Knight sample set for testing
12201.mock.community.d1.1.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d1.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	A10	17.11919622	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d1.2.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d1.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	B10	23.38961153	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d1.3.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d1.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	C10	20.78520182	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d1.zymoMA.H	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d1.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	A12	45.22815562	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d2.1.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d2.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	D10	2.026452403	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d2.2.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d2.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	E10	1.781468735	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d2.3.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d2.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	F10	1.895211153	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d2.zymoMA.H	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d2.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	B12	1.2390049	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d3.1.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d3.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	G10	0.973605926	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d3.2.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d3.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	H10	0.906527065	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d3.3.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d3.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	A11	0.96485651	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d3.zymoMA.H	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d3.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	C12	0.926942371	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d4.1.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d4.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	B11	0.909443537	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d4.2.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d4.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	C11	0.903610593	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d4.3.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d4.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	D11	0.903610593	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d4.zymoMA.H	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d4.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	D12	0.906527065	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d5.1.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d5.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	E11	0.877362343	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d5.2.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d5.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	F11	0.894861176	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d5.3.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d5.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	G11	0.894861176	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d5.zymoMA.H	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d5.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	E12	0.912360009	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d6.1.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d6.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	H11	0.889028231	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d6.2.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d6.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	A12	0.909443537	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d6.3.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d6.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	B12	0.883195287	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d6.zymoMA.H	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d6.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	F12	0.87444587	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
